ค่าย,ประเภทแพ็กเกจ,ชื่อแพ็กเกจ, ค่าบริการ ,หน่วยราคา,โทรในเครือข่าย,โทรนอกเครือข่าย,เงื่อนไขโทร,ปริมาณเน็ต,ความเร็วเน็ตสูงสุด,Wifi,ส่วนเกินค่าโทรในเครือข่าย,ส่วนเกินค่าโทรนอกเครือข่าย,ส่วนเกินค่าเน็ต,SMS,MMS,ส่วนเกินSMS ,ส่วนเกินMMS ,ของแถม,เงื่อนไขเพิ่มเติม,Type,price,baht,call,min,netcapacity,gb,speed,mbps
DTAC,แพ็กเกจเสริม,เน็ตตูมตาม! เร็วแรง เต็มสปีด 3GB,48,บาท,-,-,,3 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 1 วัน,5G,48.15,,0,,3,,9999,
DTAC,แพ็กเกจเสริม,เน็ตตูมตาม! เร็วแรง เต็มสปีด 1.5GB,59,บาท,-,-,,1.5 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 3 วัน,5G,58.85,,0,,1.5,,9999,
DTAC,แพ็กเกจเสริม,เน็ตตูมตาม! เร็วแรง เต็มสปีด 3GB,80,บาท,-,-,,3 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 3 วัน,5G,80.25,,0,,3,,9999,
DTAC,แพ็กเกจเสริม,เน็ตตูมตาม! เร็วแรง เต็มสปีด 5GB,102,บาท,-,-,,5 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 3 วัน,5G,101.65,,0,,5,,9999,
DTAC,แพ็กเกจเสริม,"
เน็ตตูมตาม(8GB+8GB)! เร็วแรง เต็มสปีด 16GB",159,บาท,-,-,,16 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 7 วัน,5G,159.43,,0,,16,,9999,
DTAC,แพ็กเกจเสริม,เน็ตตูมตาม! เร็วแรง เต็มสปีด 4GB,106,บาท,-,-,,4 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 7 วัน,5G,105.93,,0,,4,,9999,
DTAC,แพ็กเกจเสริม,เน็ตตูมตาม! เร็วแรง เต็มสปีด 1.5GB,85,บาท,-,-,,1.5 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 7 วัน,5G,84.53,,0,,1.5,,9999,
DTAC,แพ็กเกจเสริม,เน็ตตูมตาม(ราคาพิเศษ)! เร็วแรง เต็มสปีด 10GB,202,บาท,-,-,,10 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 15 วัน,5G,202.23,,0,,10,,9999,
DTAC,แพ็กเกจเสริม,เน็ตตูมตาม! เร็วแรง เต็มสปีด 2GB,213,บาท,-,-,,2 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 30 วัน,5G,212.93,,0,,2,,9999,
DTAC,แพ็กเกจเสริม,เน็ตตูมตาม! เร็วแรง เต็มสปีด 6GB,320,บาท,-,-,,6 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 30 วัน,5G,319.93,,0,,6,,9999,
DTAC,แพ็กเกจเสริม,เน็ตตูมตาม! เร็วแรง เต็มสปีด 12GB,534,บาท,-,-,,12 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 30 วัน,5G,533.93,,0,,12,,9999,
DTAC,แพ็กเกจเสริม,เน็ตความเร็วสูงสุด 100MB เมื่อใช้ครบ FUP ที่ 384kbps ตลอดวัน,20,บาท,-,-,,100 MB,FUP 384 Kbps,-,-,-,-,-,-,-,-,-,"ใช้ได้นาน 1 วัน, หลังจากใช้อินเทอร์เน็ตครบตามจำนวนในแพ็กเกจ จะปรับความเร็วเหลือไม่เกิน 384Kbps",5G,20.33,,0,,0.1,,0.384,
DTAC,แพ็กเกจเสริม,เน็ตนี้พี่โอเค:ความเร็ว 512Kbps เล่นได้ 500MB,24,บาท,-,-,,500 MB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 1 วัน,5G,23.54,,0,,0.5,,9999,
DTAC,แพ็กเกจเสริม,เน็ตนี้พี่โอเค:ความเร็ว 1Mbps เล่นได้ 500MB,27,บาท,-,-,,500 MB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 1 วัน,5G,26.75,,0,,0.5,,9999,
DTAC,แพ็กเกจเสริม,เน็ตนี้พี่โอเค:ความเร็ว 4Mbps เล่นได้ 1GB,34,บาท,-,-,,1 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 1 วัน,5G,34.24,,0,,1,,9999,
DTAC,แพ็กเกจเสริม,เน็ตนี้พี่โอเค:ความเร็ว 10Mbps เล่นได้ 2GB,59,บาท,-,-,,2 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 1 วัน,5G,58.85,,0,,2,,9999,
DTAC,แพ็กเกจเสริม,เน็ตนี้พี่โอเค:ความเร็ว 512Kbps เล่นได้ 2.5GB,95,บาท,-,-,,2.5 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 7 วัน,5G,95.23,,0,,2.5,,9999,
DTAC,แพ็กเกจเสริม,เน็ตนี้พี่โอเค:ความเร็ว 1Mbps เล่นได้ 2.5GB,128,บาท,-,-,,7 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 7 วัน,5G,128.4,,0,,7,,9999,
DTAC,แพ็กเกจเสริม,เน็ตนี้พี่โอเค:ความเร็ว 4Mbps เล่นได้ 7GB,235,บาท,-,-,,7 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 7 วัน,5G,235.4,,0,,7,,9999,
DTAC,แพ็กเกจเสริม,เน็ตนี้พี่โอเค:ความเร็ว 10Mbps เล่นได้ 14GB,353,บาท,-,-,,14 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 7 วัน,5G,353.1,,0,,14,,9999,
DTAC,แพ็กเกจเสริม,เน็ตนี้พี่โอเค:ความเร็ว 512Kbps เล่นได้ 7.5GB,300,บาท,-,-,,7.5 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 30 วัน,5G,300,,0,,7.5,,9999,
DTAC,แพ็กเกจเสริม,เน็ตนี้พี่โอเค:ความเร็ว 1Mbps เล่นได้ 7.5GB,375,บาท,-,-,,7.5 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 30 วัน,5G,374.5,,0,,7.5,,9999,
DTAC,แพ็กเกจเสริม,เน็ตนี้พี่โอเค:ความเร็ว 4Mbps เล่นได้ 20GB,696,บาท,-,-,,20 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 30 วัน,5G,695.5,,0,,20,,9999,
DTAC,แพ็กเกจเสริม,เน็ตนี้พี่โอเค:ความเร็ว 10Mbps เล่นได้ 33GB,"1,100",บาท,-,-,,33 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 30 วัน,5G,1100,,0,,33,,9999,
DTAC,แพ็กเกจเสริม,โปรเสริมเพิ่มความเร็วเน็ต 5GB,106,บาท,-,-,,5 GB,Full Speed,-,-,-,-,-,-,-,-,-,"ต้องมีแพ็กเกจอินเทอร์เน็ตแบบใช้งานได้ต่อเนื่องก่อนจึงจะสมัครโปรเสริมเพิ่มความเร็วเน็ตได้, ใช้ได้นาน 7 วัน",5G,105.93,,0,,5,,9999,
DTAC,แพ็กเกจเสริม,โปรเสริมเพิ่มความเร็วเน็ต 100MB,5,บาท,-,-,,100 MB,Full Speed,-,-,-,-,-,-,-,-,-,"ต้องมีแพ็กเกจอินเทอร์เน็ตแบบใช้งานได้ต่อเนื่องก่อนจึงจะสมัครโปรเสริมเพิ่มความเร็วเน็ตได้, ใช้ได้นาน 1 วัน",5G,5.35,,0,,0.1,,9999,
DTAC,แพ็กเกจเสริม,โปรเสริมความเร็วเน็ตเต็มสปีด 300MB,10,บาท,-,-,,300 MB,Full Speed,-,-,-,-,-,-,-,-,-,"ต้องมีแพ็กเกจอินเทอร์เน็ตแบบใช้งานได้ต่อเนื่องก่อนจึงจะสมัครโปรเสริมเพิ่มความเร็วเน็ตได้, ใช้ได้นาน 1 วัน",5G,9.63,,0,,0.3,,9999,
DTAC,แพ็กเกจเสริม,โปรเสริมความเร็วเน็ตเต็มสปีด 500MB,13,บาท,-,-,,500 MB,Full Speed,-,-,-,-,-,-,-,-,-,"ต้องมีแพ็กเกจอินเทอร์เน็ตแบบใช้งานได้ต่อเนื่องก่อนจึงจะสมัครโปรเสริมเพิ่มความเร็วเน็ตได้, ใช้ได้นาน 1 วัน",5G,12.84,,0,,0.5,,9999,
DTAC,แพ็กเกจเสริม,โปรเสริมความเร็วเน็ตเต็มสปีด 700MB,16,บาท,-,-,,700 MB,Full Speed,-,-,-,-,-,-,-,-,-,"ต้องมีแพ็กเกจอินเทอร์เน็ตแบบใช้งานได้ต่อเนื่องก่อนจึงจะสมัครโปรเสริมเพิ่มความเร็วเน็ตได้, ใช้ได้นาน 1 วัน",5G,16.05,,0,,0.7,,9999,
DTAC,แพ็กเกจเสริม,โปรเสริมเพิ่มความเร็วเน็ต 1GB,42,บาท,-,-,,1 GB,Full Speed,-,-,-,-,-,-,-,-,-,"ต้องมีแพ็กเกจอินเทอร์เน็ตแบบใช้งานได้ต่อเนื่องก่อนจึงจะสมัครโปรเสริมเพิ่มความเร็วเน็ตได้, ใช้ได้นาน 3 วัน",5G,41.73,,0,,1,,9999,
DTAC,แพ็กเกจเสริม,โปรเสริมความเร็วเน็ตเต็มสปีด 2GB,52,บาท,-,-,,2 GB,Full Speed,-,-,-,-,-,-,-,-,-,"ต้องมีแพ็กเกจอินเทอร์เน็ตแบบใช้งานได้ต่อเนื่องก่อนจึงจะสมัครโปรเสริมเพิ่มความเร็วเน็ตได้, ใช้ได้นาน 7 วัน",5G,52.43,,0,,2,,9999,
DTAC,แพ็กเกจเสริม,โทรฟรีทุกเครือข่าย 100 นาที & dtac internet 1GB นาน30วัน,99,บาท,100 นาที ,100 นาที ,(ทุกเครือข่าย),1 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 30 วัน,5G,99,,100,,1,,9999,
DTAC,โปรโมชั่นมือถือ,Samsung Galaxy A02s,700,บาท,-,-,,-,-,-,-,-,-,-,-,-,-,"สามารถเลือกรับสิทธิพิเศษได้ 1 สิทธิ์ (โทรฟรี 100 นาที นาน 6 เดือน, เน็ตฟรี 10GB นาน 6 เดือน, ดูฟรี YouTube ไม่เสียค่าเน็ต นาน 6 เดือน, ฟรีประกัน COVID-19 นาน 90 วัน, เปลี่ยนหน้าจอฟรี 1 ครั้ง ภายใน 1 ปี)","เมื่อสมัครแพ็กเกจเริ่มต้น 699 (สัญญา 12 เดือน), เครื่องจะถูกล็อก หากค้างชำระค่าบริการรายเดือนเกิน 2 รอบบิลติดกัน",,700,,0,,0,,0,
DTAC,โปรโมชั่นมือถือ,Vivo Y12,"1,190",บาท,-,-,,-,-,-,-,-,-,-,-,-,-,"สามารถเลือกรับสิทธิพิเศษได้ 1 สิทธิ์ (โทรฟรี 100 นาที นาน 6 เดือน, เน็ตฟรี 10GB นาน 6 เดือน, ดูฟรี YouTube ไม่เสียค่าเน็ต นาน 6 เดือน, ฟรีประกัน COVID-19 นาน 90 วัน, เปลี่ยนหน้าจอฟรี 1 ครั้ง ภายใน 1 ปี)","เมื่อสมัครแพ็กเกจเริ่มต้น 599 (สัญญา 12 เดือน), เครื่องจะถูกล็อก หากค้างชำระค่าบริการรายเดือนเกิน 2 รอบบิลติดกัน",,1190,,0,,0,,0,
DTAC,โปรโมชั่นมือถือ,OPPO A15,"1,190",บาท,-,-,,-,-,-,-,-,-,-,-,-,-,"สามารถเลือกรับสิทธิพิเศษได้ 1 สิทธิ์ (โทรฟรี 100 นาที นาน 6 เดือน, เน็ตฟรี 10GB นาน 6 เดือน, ดูฟรี YouTube ไม่เสียค่าเน็ต นาน 6 เดือน, ฟรีประกัน COVID-19 นาน 90 วัน, เปลี่ยนหน้าจอฟรี 1 ครั้ง ภายใน 1 ปี)","เมื่อสมัครแพ็กเกจเริ่มต้น 599 (สัญญา 12 เดือน), เครื่องจะถูกล็อก หากค้างชำระค่าบริการรายเดือนเกิน 2 รอบบิลติดกัน",,1190,,0,,0,,0,
DTAC,โปรโมชั่นมือถือ,Samsung Galaxy A12,"1,990",บาท,-,-,,-,-,-,-,-,-,-,-,-,-,"สามารถเลือกรับสิทธิพิเศษได้ 1 สิทธิ์ (โทรฟรี 100 นาที นาน 6 เดือน, เน็ตฟรี 10GB นาน 6 เดือน, ดูฟรี YouTube ไม่เสียค่าเน็ต นาน 6 เดือน, ฟรีประกัน COVID-19 นาน 90 วัน, เปลี่ยนหน้าจอฟรี 1 ครั้ง ภายใน 1 ปี)","เมื่อสมัครแพ็กเกจเริ่มต้น 599 (สัญญา 12 เดือน), เครื่องจะถูกล็อก หากค้างชำระค่าบริการรายเดือนเกิน 2 รอบบิลติดกัน",,1990,,0,,0,,0,
DTAC,โปรโมชั่นมือถือ,realme C21,"1,390",บาท,-,-,,-,-,-,-,-,-,-,-,-,-,"สามารถเลือกรับสิทธิพิเศษได้ 1 สิทธิ์ (โทรฟรี 100 นาที นาน 6 เดือน, เน็ตฟรี 10GB นาน 6 เดือน, ดูฟรี YouTube ไม่เสียค่าเน็ต นาน 6 เดือน, ฟรีประกัน COVID-19 นาน 90 วัน, เปลี่ยนหน้าจอฟรี 1 ครั้ง ภายใน 1 ปี)","เมื่อสมัครแพ็กเกจเริ่มต้น 599 (สัญญา 12 เดือน), เครื่องจะถูกล็อก หากค้างชำระค่าบริการรายเดือนเกิน 2 รอบบิลติดกัน",,1390,,0,,0,,0,
DTAC,โปรโมชั่นมือถือ,realme C12,490,บาท,-,-,,-,-,-,-,-,-,-,-,-,-,"สามารถเลือกรับสิทธิพิเศษได้ 1 สิทธิ์ (โทรฟรี 100 นาที นาน 6 เดือน, เน็ตฟรี 10GB นาน 6 เดือน, ดูฟรี YouTube ไม่เสียค่าเน็ต นาน 6 เดือน, ฟรีประกัน COVID-19 นาน 90 วัน, เปลี่ยนหน้าจอฟรี 1 ครั้ง ภายใน 1 ปี)","เมื่อสมัครแพ็กเกจเริ่มต้น 599 (สัญญา 12 เดือน), เครื่องจะถูกล็อก หากค้างชำระค่าบริการรายเดือนเกิน 2 รอบบิลติดกัน",,490,,0,,0,,0,
DTAC,โปรโมชั่นมือถือ,Xiaomi Redmi 9T 6/128GB,"2,090",บาท,-,-,,-,-,-,-,-,-,-,-,-,-,"สามารถเลือกรับสิทธิพิเศษได้ 1 สิทธิ์ (โทรฟรี 100 นาที นาน 6 เดือน, เน็ตฟรี 10GB นาน 6 เดือน, ดูฟรี YouTube ไม่เสียค่าเน็ต นาน 6 เดือน, ฟรีประกัน COVID-19 นาน 90 วัน, เปลี่ยนหน้าจอฟรี 1 ครั้ง ภายใน 1 ปี)","เมื่อสมัครแพ็กเกจเริ่มต้น 699 (สัญญา 12 เดือน), เครื่องจะถูกล็อก หากค้างชำระค่าบริการรายเดือนเกิน 2 รอบบิลติดกัน",,2090,,0,,0,,0,
